Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
3356,12,12,26.3,0,4.4,10,12,26,0,15,7,11,51,30,1027,1023.3,1,1,18.9,25,0,0
679,13,5.4,19.1,3.2,2.4,11.1,15,39,8,12,17,28,62,38,1019.1,1018.1,1,2,11.9,16.8,1,0
2831,16,18.8,31.2,0,10.4,12.5,11,28,13,0,9,17,62,54,1015,1011.7,1,4,23.1,28.6,0,0
1001,5,8,13.5,0,2.2,0.9,3,85,3,3,30,41,53,73,1010.8,1000.5,7,8,10.6,10.5,0,0
1798,22,12.9,32.2,0,15.8,11.8,10,43,9,9,28,11,36,9,1018.1,1015,0,0,19,30.7,0,0
635,9,6,15.4,17.8,1.8,8.8,14,54,6,7,13,22,73,70,1016.5,1018.8,2,5,10.8,13.8,1,0
2817,17,16.4,23.6,10.6,0,0.7,5,63,1,4,31,37,93,74,1014.9,1010.3,8,8,18.8,21.9,1,1
3244,12,20,24.9,0,11.8,8.3,12,48,13,15,11,19,76,59,1007.7,1007.6,7,5,20.8,23.4,0,0
477,15,12.5,20.9,0,6,0.7,15,33,14,13,6,11,90,87,1018.4,1018.1,7,8,17,20.5,0,1
3101,13,7.5,18.9,0,2.8,5,14,50,3,13,15,13,74,59,1013,1012.9,2,7,15.7,17,0,1
2263,14,7.3,15.4,14,2,5.5,7,48,12,12,9,11,77,61,1019.8,1020.3,8,8,11.4,13.3,1,0
809,1,26.3,33.3,0,3.8,10.7,4,31,8,0,7,22,71,60,1010.3,1007.7,1,4,30.3,32.7,0,1
765,1,23.6,32.6,0,8,9.5,5,31,2,5,9,19,62,59,1009.7,1006.1,7,3,29.9,31.3,0,0
1849,6,23.2,36.2,0,11.2,11.6,3,59,3,3,43,31,40,23,1015.2,1012.1,1,1,27.4,35.3,0,0
3224,16,17.2,25.4,32.6,1,0,2,30,10,2,17,4,89,86,1013.3,1009.3,8,8,18.8,20.2,1,1
1837,11,11.1,19.9,0,6.4,4.1,15,46,13,11,20,17,71,69,1012.7,1013.3,6,5,18.4,17.4,0,0
1856,20,7.4,24.1,0,2.6,11.4,11,28,4,8,6,9,92,40,1024.7,1022.2,1,1,11.3,23.4,0,0
615,9,5.7,13.7,1.4,1.2,5.9,13,52,6,14,19,22,97,88,1021.3,1020.6,7,7,9.6,12.9,1,1
2074,14,9.6,14.4,55,0.8,4.3,13,70,12,13,19,37,95,63,1013.1,1013,8,1,9.8,13.4,1,1
1004,13,5.8,18,0.2,2,7.2,15,37,3,13,13,15,75,64,1018.4,1014.8,3,3,12.3,16.7,0,1
916,19,12,14.5,3.8,2.6,0,1,26,1,0,15,15,91,96,1008.8,1004.6,7,8,12.7,13.4,1,1
875,2,0.7,21.7,0,2.8,8.9,3,30,12,6,4,20,67,36,1023.3,1019.4,1,5,9.5,21.6,0,0
1863,9,9.4,33.3,0,2,9.8,6,50,5,3,9,28,70,23,1013.7,1008.2,2,5,16.6,31.7,0,0
1047,9,6.1,24,0,3.2,10.4,5,46,4,5,24,33,72,40,1023.6,1019.5,1,3,14.1,23,0,0
1194,9,15,22.1,1.6,2.4,7.2,10,33,9,10,17,24,84,62,1011.4,1010.4,7,5,16.3,21.2,1,0
1661,17,9.2,17,0,0.8,8.1,7,26,6,9,11,15,67,60,1031.2,1028.1,2,2,12.7,16.4,0,0
1336,7,5.9,15,0,3.6,5.2,15,54,14,15,22,26,78,84,1016.3,1014.4,6,6,9.6,14.2,0,1
1433,17,14.6,18.6,37.4,7.4,0.1,10,50,10,10,28,35,97,85,1016.7,1020,8,8,14.7,17.1,1,1
1498,10,20.4,25.6,1.2,2.2,7.4,1,30,1,0,17,15,80,69,1014,1012.5,7,3,23.6,24.2,1,1
2929,20,19.6,29,0,6.4,9.3,11,31,11,11,13,15,99,50,1010.1,1009.6,7,6,20,26.8,0,0
1113,17,21.2,27.8,0,7.6,12.2,4,74,4,4,26,43,63,65,1016.8,1012.4,4,5,25.7,26.3,0,0
1782,20,18.9,21.6,0.2,6.4,1.6,11,41,12,1,20,6,66,69,1009.8,1009.7,8,7,19.9,19.9,0,1
2324,19,4.8,9.8,4.2,0.4,4.2,15,31,13,12,15,20,88,73,1020.3,1020.6,7,7,5.3,9,1,1
1741,12,12.4,19.2,4,3.6,6.4,13,52,14,14,13,20,79,60,1008.6,1007.1,7,7,16.1,18.6,1,1
1386,17,14.3,21.8,1.4,2.2,6.3,12,31,14,0,9,24,80,58,1013.6,1010.2,7,3,16.8,20.9,1,1
1680,14,10.3,12.2,4.6,1.6,1.6,8,41,8,12,19,20,71,62,1016.6,1017.3,7,6,10.8,10.7,1,1
493,10,20,25.1,0.4,4.4,4.9,2,56,2,2,30,33,82,77,1015.5,1014.6,7,7,22.1,23.6,0,1
2356,6,3.7,10.2,6.8,6,3.4,13,63,7,13,22,33,63,61,1004.4,1010.1,7,5,6.9,8.5,1,1
1123,14,9.6,17,19.6,3,7.4,14,46,13,13,20,31,76,58,1002.9,1003.1,5,8,13.6,16,1,1
985,7,3,14.1,0,2.6,7.8,12,52,15,11,17,22,83,58,1029.5,1028.2,7,7,5.9,13.4,0,0
3412,0,13.7,22.7,0,3.4,7.2,9,20,12,2,6,4,62,55,1026,1022.4,2,3,17.8,20.5,0,0
1843,11,19.7,31.6,0,9.8,8.4,5,33,3,4,13,17,58,38,1015,1012.8,2,7,25.1,30.1,0,0
2265,17,13.4,22.7,0,2.8,7.3,14,57,7,14,26,22,62,27,1006.9,1001.7,2,6,17.2,21.8,0,1
2180,16,17.1,23.3,1.2,7.2,3.2,0,26,15,2,11,17,67,48,1020.3,1017.7,8,7,19.2,23.2,1,0
2157,1,23,28.5,8,2.6,1.8,10,48,8,8,17,20,81,98,1010.9,1009.5,6,7,26,23.8,1,1
1377,14,8.3,13.9,0,5.8,0.8,14,35,13,3,20,17,92,97,1001.9,997.4,8,8,12.6,12.9,0,1
2939,0,19.6,30.5,1.8,5.6,10,0,26,13,0,6,11,69,54,1021.4,1018.3,6,4,25.4,29,1,1
2543,16,17.3,25.6,1.2,6.4,6.6,10,43,13,10,15,30,70,58,1015.7,1015.7,7,6,20.1,22.9,1,1
2307,18,20.3,26.9,0,5.2,4.6,9,39,2,2,24,22,74,72,1015.1,1012.3,5,7,24,24.9,0,1
1897,7,13.8,16.9,1.4,4.6,0.5,9,26,9,10,13,13,92,82,1024.3,1024.2,8,8,13.9,16.4,1,1
1819,19,19.2,31,0,8.6,2.5,8,61,12,11,17,44,37,22,1009.7,1008.8,7,8,23,26.7,0,0
2239,16,17.2,21.7,3.4,4.6,1.1,11,48,12,12,9,7,86,86,1020.9,1020.8,7,8,19.2,19.5,1,1
2046,15,9.8,24,0,3.2,10.3,13,59,14,15,41,31,43,45,1002.2,1003.4,1,2,21.9,21.3,0,1
915,14,4.6,12.5,0.4,1.4,0,0,30,1,0,15,11,70,89,1011.5,1008.2,8,8,11.3,12.3,0,1
1792,6,7.9,17.4,0,4.4,7.6,8,46,11,8,24,28,53,47,1016,1016.1,7,6,13.6,17.1,0,0
1868,6,11.7,17.5,2,3.8,3.8,10,33,13,11,19,13,81,75,1013.7,1015,7,7,14.1,17,1,1
2110,5,21.8,24.2,0,13,0,3,61,13,13,26,7,36,79,1004.4,1007.2,7,8,24,17.6,0,1
2851,11,14.6,24.9,0,9,11.6,15,41,12,15,22,20,67,42,1016.8,1016.1,6,2,18.5,23.5,0,0
849,13,14.1,25.1,0,5.4,1,13,31,8,12,13,20,58,52,1017.1,1015.1,7,7,20.3,23.7,0,0
1046,1,22.5,27,18.8,6.8,0.7,10,48,10,9,22,33,85,92,1016.5,1013.9,7,8,25.2,23.6,1,1
531,18,17.6,28.9,0,8.4,8.1,2,48,8,0,15,31,50,53,1019.5,1016.2,7,7,24.5,27.9,0,1
455,10,23.5,27.6,0.4,1.2,2.6,4,46,1,4,22,28,90,85,1017.6,1015.9,7,8,25.3,25.3,0,0
2222,6,9.2,31.1,0,5.4,10.4,3,52,3,6,30,24,60,14,1024.1,1019.6,1,2,16.7,30.2,0,0
1992,6,4.4,13.1,0,3.8,5,3,67,3,14,50,30,61,56,1011.5,1009.2,6,4,10.5,12.3,0,1
622,5,8.5,15,0,3.8,2.5,3,50,3,7,35,24,58,62,1017.7,1015.6,7,7,10.2,14.5,0,1
3214,13,10.7,25.5,0,11.8,12.7,13,43,11,12,9,28,47,40,1016.8,1013.8,7,1,21.6,23.6,0,0
60,2,13.8,33.5,0,11.4,13.6,4,31,10,4,7,9,44,20,1019.2,1015.6,0,1,21.9,32.2,0,0
628,5,9,13.8,0,3.2,0,3,35,3,0,13,17,68,50,1017.7,1012.5,8,7,9.6,12.6,0,0
2725,10,17,18.4,1.4,4,0.8,3,54,3,13,20,19,82,96,1013,1008.6,7,8,17.8,15.7,1,1
1754,13,12.9,24.9,0,6.2,11.8,2,63,1,9,30,17,60,32,1025.5,1022.3,2,0,18,24.2,0,0
1900,13,16.8,23.2,11.6,5,6.4,7,52,3,13,22,24,90,63,1010.4,1010.4,7,7,18.3,21.4,1,1
1101,6,15.1,26.8,2.6,0.8,4.6,7,46,3,8,7,20,97,71,1017.5,1013.8,8,5,16.3,23.5,1,1
2090,12,14.2,29.2,0,8,12.7,12,35,4,11,15,17,47,41,1020.1,1016.9,0,1,20.8,26.3,0,0
2553,18,24.2,33,0,10.4,8.5,2,59,10,2,24,37,56,67,1012.9,1009.1,3,7,29,29.2,0,1
2276,8,9.1,25.4,0,4.8,10.5,10,30,4,10,7,20,55,20,1028.6,1023.7,0,1,17.3,24.7,0,0
2882,19,19.1,34.4,0,10.8,13.1,13,31,1,12,17,11,44,18,1018.6,1015.2,2,6,25.3,33.3,0,0
2691,9,7.7,12.7,1.6,0.8,5.4,12,46,11,8,20,15,80,60,1026.3,1028.2,1,7,9.2,10.5,1,0
479,9,14.4,18.9,16,6.4,8.1,14,72,13,14,24,20,84,89,1009.8,1009.9,3,5,15.5,13.7,1,1
2047,5,11.6,16.2,33.6,8.4,8.3,13,83,13,15,50,50,59,36,1002.4,1010.7,6,6,13.2,16.1,1,1
2780,10,15.9,20.5,1.6,3.8,7,1,43,4,4,22,24,73,74,1023.5,1022.2,3,7,18.3,18.6,1,1
997,19,2.9,14.5,0,2,4.3,4,44,4,5,9,19,86,61,1015.3,1008,7,6,8.3,14.3,0,0
1507,14,15.8,18.4,1.2,5.6,7.2,14,69,13,14,13,37,90,64,990.2,994.1,7,7,16.4,17.1,1,1
1690,15,5.3,11.1,3.2,5.4,5.2,13,69,13,13,31,33,79,81,1015.6,1017.4,8,8,6.9,9,1,0
1936,1,20.8,26.9,0.8,3,5,9,56,10,9,24,31,77,80,1018,1015.9,5,7,24.6,22.9,0,1
1059,17,19.3,25.2,0,7.8,0.2,3,72,5,5,28,41,65,66,999.6,989.3,8,7,22.2,23,0,1
2213,10,19.6,24,0,7.4,6.6,2,54,0,2,28,26,68,67,1019.3,1017.4,7,7,21.5,22.2,0,0
1628,2,4.1,10.8,14.6,0.2,0.5,8,59,5,10,6,31,96,58,1002,1006.6,8,8,6.3,10.2,1,1
920,8,14.3,18.9,1.8,1.8,4.2,3,50,6,14,26,30,84,57,1012.3,1008.7,8,6,14.4,18,1,1
1929,22,16.4,19.3,0.2,7,1.2,3,59,5,6,22,15,72,91,1017.9,1017,7,8,17.7,17,0,1
44,2,10.1,29.9,0,6.8,8.8,0,41,9,14,2,13,63,36,1012.6,1010.2,1,8,17.4,29.1,0,1
2111,19,13.4,27,0,12,10.6,11,48,15,8,19,30,53,14,1008.1,1007.3,7,1,14.8,26.1,0,0
2390,17,9,15.2,0,3,8.3,8,65,11,11,44,43,55,62,1015.7,1015.1,3,6,13.9,14.6,0,1
2969,12,13.2,22.4,0,6.2,10.5,10,37,10,9,15,15,60,32,1024.7,1022.8,1,0,16.4,21.5,0,0
2709,12,13.6,19.8,33.2,2.2,7.4,13,41,7,13,7,15,94,68,1008.9,1006.4,5,3,15.8,18.2,1,1
811,18,25.6,31.2,0,8,4.1,1,37,9,1,15,13,75,69,1013,1010.9,7,7,28.4,29.9,0,1
1153,18,25.3,31.2,2.2,6.8,3.6,4,39,1,5,15,17,85,89,1006.8,1004.1,7,7,28.1,27.1,1,1
3063,13,11.3,17,12.4,1.6,5.3,15,39,12,15,17,22,81,51,1010,1006.5,7,5,14.2,16.1,1,1
1308,5,7.8,13.4,0,2.2,0.1,9,39,8,9,17,22,79,68,1026.3,1023.2,7,7,10.4,13.1,0,0
889,1,23.1,28.1,1,5,0.9,10,33,8,10,17,20,87,73,1017.8,1016.4,7,8,25.1,27,0,1
1448,5,15.7,32.4,0,7.4,12.2,6,65,3,5,39,24,41,19,1010.2,1007.7,1,4,23,30.7,0,0
2987,6,10.5,18.3,0.2,2.2,5.1,8,33,15,8,7,20,87,69,1030.3,1029,7,6,12.4,16.8,0,0
2087,1,18.9,30.4,0,8.8,11.8,10,52,10,9,22,37,56,48,1015.8,1013.7,2,2,26.9,28.8,0,0
2199,6,12.3,36.4,0,5.4,8,14,57,3,14,39,39,33,12,1010,1005.5,2,7,25.1,33.6,0,0
920,19,12.1,17.3,20,3.8,2.5,6,35,4,3,11,19,95,83,1006,1002.9,7,7,12.5,13.4,1,1
2164,20,15.8,23.6,0,7.4,6.3,8,41,8,8,15,20,69,42,1013,1013.5,8,5,17,22.1,0,0
1072,6,4.1,22.9,0,4.6,12.4,3,41,11,3,11,22,71,40,1020.5,1016.6,1,1,11.4,21.8,0,0
1142,22,18.7,38.9,0,12,11.5,3,56,4,3,22,20,21,9,1006.5,1002.9,3,3,27.9,37.3,0,0
728,13,15.2,22.2,7.2,5.2,3.3,7,78,7,15,33,28,68,91,1001.5,1000.1,7,8,20.1,16.5,1,1
769,4,21.1,25.8,11,3.6,1.9,8,37,12,8,19,24,96,81,1017.6,1017.3,8,6,22.1,24,1,1
1627,1,18.1,25.9,0.2,3,10.2,4,26,9,4,13,13,73,61,1013.3,1009.4,1,1,22.1,25.1,0,0
2923,10,22.3,25.3,4.2,1.6,1.6,2,33,2,9,13,15,92,86,1013.9,1013.5,8,7,22.8,24.3,1,1
3189,5,8.4,23.8,0,3.8,11.5,8,30,10,11,7,17,61,62,1013,1008.3,1,1,14.6,18.5,0,1
608,9,8.3,15.9,0,1.8,3.4,13,67,6,6,11,20,50,62,1007,1003.6,7,6,11.7,15.8,0,1
2893,18,25.3,32.4,0,11,11.6,4,41,2,4,19,31,55,53,1016.6,1012.4,2,2,29.7,31.3,0,0
2163,10,19.2,23.3,40.6,6.6,6.2,6,81,14,13,44,31,82,80,1000.8,1004.3,7,7,21,21.7,1,0
2429,7,9.7,19.4,0,11.8,11.8,8,57,11,12,28,31,44,14,1016.4,1016.1,1,4,12.4,17.7,0,0
1875,16,14.2,22.7,3.8,2.4,7,13,22,13,0,9,15,73,62,1024.5,1021.6,3,3,19,22.2,1,1
2131,11,15.4,41.6,0,10.8,12.4,14,39,3,15,9,19,13,7,1013.2,1010.9,2,4,33.7,39.5,0,0
846,13,16.1,26.6,0,9.8,10.4,15,50,10,12,28,30,45,31,1019.3,1017.4,2,1,21.2,24.9,0,0
902,3,12.1,20.9,0,4.8,10.4,12,37,15,12,9,17,27,38,1015.6,1015.6,1,0,19.7,19.8,0,0
2593,12,15.6,30.4,0,8,7.4,2,35,1,1,19,15,47,26,1023.7,1019,1,6,21.4,29.2,0,1
1883,17,17,27.3,0,5.8,5.7,8,52,14,10,13,11,62,54,1010.3,1007.4,7,4,20.3,25.2,0,1
2752,11,3.6,18.1,0,3,0.8,5,37,5,3,7,17,51,44,1014.3,1010.2,7,7,14.1,16.5,0,1
2879,14,16.4,22.3,0,7.4,11.6,9,44,9,9,24,28,81,59,1020.2,1020.8,8,2,17.6,21.7,0,0
2467,12,12.3,24.1,0,7.8,10.4,13,46,7,14,17,17,68,59,1015,1012.8,6,4,20.4,22.5,0,1
2377,20,3.7,19.3,0,2.6,10.7,1,52,1,3,4,11,98,40,1031.6,1027.9,3,4,8.4,18.5,0,0
1900,20,3.4,17.6,1.8,2.4,10.2,1,17,4,12,6,7,100,42,1028.8,1025.9,1,1,7.4,16.4,1,0
1090,21,19,30.7,0,6.2,5.1,11,50,13,8,11,26,62,95,1012.3,1012.1,6,8,27,19.5,0,1
441,21,19.9,31,0,7.8,11.5,1,41,9,9,9,22,86,54,1010.4,1008,4,2,24,30.1,0,0
2046,22,16.1,33.6,0,12.6,11.1,12,85,2,14,19,33,31,12,1010.1,1004.8,0,0,23.3,31.8,0,0
970,18,14.6,27,0,5.6,10.3,2,39,10,0,17,22,65,52,1020.1,1017.2,2,2,22.1,26,0,0
1643,6,1.6,11.3,0,2,3.2,3,83,3,3,30,46,71,62,1018.8,1010.2,7,7,6,10.4,0,1
3376,0,12.8,25,0,3.6,9.8,0,19,12,1,4,11,62,54,1022.5,1020.3,6,7,18.2,23.9,0,0
245,12,8.9,17.4,0,2.8,0,3,43,3,6,15,7,68,97,1013.6,1013.2,7,8,14.9,14.9,0,1
1131,7,17.1,28.8,0,6.4,12.6,8,56,8,11,22,22,47,24,1007.6,1004.8,5,1,19.7,28.1,0,0
3150,13,7.1,19,0,4,1.8,14,39,15,14,7,17,75,82,1020,1019.2,8,7,15,16.5,0,1
2390,16,9.8,17.6,0.2,3,8.3,8,61,11,11,24,31,53,52,1015.9,1015.1,3,6,13.4,14.7,0,1
2985,20,17.7,23.7,0.2,10.2,0.1,4,33,5,12,17,17,44,74,1019.1,1019,7,7,20.6,18.9,0,1
1531,1,23.8,30.7,27.8,5,1.5,4,43,8,9,15,4,93,85,1009.6,1007.1,6,5,26,28.2,1,1
1347,13,6.4,22.8,0,2.2,9.5,1,50,0,1,33,19,65,40,1019.6,1016.1,1,7,15.1,22.5,0,0
1566,0,17.7,28.8,0,5.2,10.5,1,24,15,2,7,11,68,53,1016.8,1014,1,2,23.9,26.6,0,0
1831,1,24.2,36,27.2,6.6,7.7,14,54,7,7,22,13,65,49,1001.3,996.8,6,6,31.6,34.2,1,1
1450,15,12.1,26.9,0,8,2.5,7,30,0,14,9,19,86,44,1007.3,1003.7,6,8,18.6,26.2,0,1
524,5,7.7,14.4,6.6,2.6,5.1,12,41,12,10,28,22,70,50,1020,1021,6,5,9.8,13.1,1,1
654,4,14.8,21.2,1.6,2.8,9.2,8,44,8,10,31,20,67,53,1013.5,1013.5,3,3,19.2,19.6,1,0
677,8,3.1,19.9,0,9,11.5,15,43,12,15,22,26,31,18,1015.1,1010.5,0,1,13.7,19.5,0,0
1073,14,11.4,25.4,0,8.4,4.6,13,48,3,13,24,20,46,55,1007,1005.2,5,7,19.2,19.8,0,1
3324,17,19.4,27.8,0,3,11,4,33,14,1,11,22,78,67,1015.8,1014.5,1,2,22,26.7,0,0
994,20,4.1,11.2,10.6,1.2,0.3,7,28,5,3,6,9,100,98,1003.4,998.3,7,8,8.1,9.6,1,1
409,14,1.6,18,0.2,4.6,11.9,8,30,4,2,9,15,67,52,1020.4,1018.3,6,3,11.6,17.5,0,0
450,8,19.4,25.5,0,9.8,3.8,0,69,0,0,30,39,59,57,1014.9,1013,4,7,22.3,22.1,0,1
1925,4,8.1,21.4,0,1.4,9.9,8,56,15,11,13,19,79,56,1027.3,1026.5,1,3,16.4,20,0,1
3199,7,19.9,39.6,0.8,10.6,4.1,7,80,5,3,17,43,34,19,1009.2,1005.5,6,7,27.9,35.6,0,1
1604,8,7.5,27.6,0,5.2,10.2,14,39,1,14,11,24,57,22,1019,1015,2,5,15.8,25.6,0,0
838,11,12.9,21.5,4.8,5.2,6.8,13,63,13,13,20,37,96,54,1008,1009.8,8,6,15,20,1,1
2773,22,7.4,19.7,0,8,11.3,8,50,10,8,26,24,59,29,1031.2,1028.8,1,0,13.3,18.9,0,0
2710,6,4.9,15.5,0,4.2,6.4,3,78,3,3,43,39,64,54,1026.8,1021,7,7,10.2,14.3,0,1
529,4,13.2,22.3,0,4.8,8.8,11,44,15,8,17,28,69,57,1025.2,1023.6,3,5,18.2,21.5,0,1
2529,10,20.9,23.5,3,4.8,0,0,78,0,2,26,30,93,93,1012,1009.6,8,8,22.5,19.7,1,1
3049,20,5.9,9.9,14.2,3.8,4.5,15,57,14,15,9,22,83,69,1003.1,1008.7,7,5,6.8,8,1,1
2477,9,14.6,37.4,0,8,9.4,13,50,5,13,15,24,34,15,1005.2,1001.9,6,5,25.2,33,0,0
3278,13,14.6,26.7,0,7.6,12.5,10,59,10,10,31,35,41,23,1012.7,1009.9,6,2,19.2,25.5,0,1
1933,12,5.3,20,0,2.6,8.4,15,19,4,15,7,4,74,41,1020.8,1017.3,5,4,12.1,19.5,0,1
936,17,6,17.4,0,1.8,9.5,7,22,6,8,17,13,68,61,1034.7,1032,1,1,10.1,16.2,0,0
1783,7,15.3,28.7,1.6,4.2,5.6,13,35,8,0,9,6,59,32,1011.8,1008.9,8,2,16.4,25.6,1,0
728,3,21,41.8,0,14.8,12.7,14,31,4,14,17,11,24,8,1008.4,1005.2,1,1,27.3,39.9,0,0
799,6,12,26.5,0,6.6,9,11,43,13,11,15,20,75,43,1011,1008.5,7,1,16.2,26.1,0,0
2853,13,15.9,32.5,0,11.2,12.7,0,69,1,15,26,31,33,26,1019.2,1013.9,1,2,22.6,30.2,0,0
1560,10,17.8,22.9,7,2.8,0,2,65,2,0,31,35,94,92,1016.4,1014.2,8,8,19.4,19.9,1,1
2052,15,11.6,15.7,4,5.4,4.9,13,85,13,13,44,31,88,63,998.7,1004.4,7,4,11.8,13.8,1,1
543,2,0.3,16.3,0,3,8.8,3,22,9,13,7,11,78,39,1020.1,1018.6,0,2,5.6,15.8,0,0
1353,1,19.8,23,4.6,6.8,0,8,43,8,10,20,24,90,80,1020.1,1017.2,8,7,20.9,22.7,1,1
1018,6,8.3,17.6,10.2,2.6,1.3,14,72,3,3,37,50,86,73,997.6,990.3,8,7,16.4,16.8,1,1
3273,0,25.8,32.4,0,11.6,10.8,1,26,3,1,6,13,60,49,1015.2,1012.9,3,4,29.5,31.1,0,0
643,5,7.1,14.8,5.6,6.8,7.6,14,104,7,6,24,43,55,45,1004.5,999.1,1,6,10,14.6,1,1
1682,17,8.3,15,0,1.6,7.1,11,44,12,8,31,26,56,54,1022.3,1021.8,1,6,13.2,14.3,0,0
230,0,14.5,17.4,24.2,2,0.6,15,31,12,7,7,2,94,73,1024,1019.3,8,6,14.7,17,1,1
2305,5,6.9,16.6,0,1.6,6.6,3,57,3,3,17,30,77,62,1025,1021.1,7,7,9.2,16.2,0,0
1021,12,7.6,19.4,0,2.8,6.6,7,50,5,7,9,22,72,51,1008.6,1005.5,4,4,14.8,19.3,0,1
921,15,11.8,16.7,14.8,2,0.4,2,69,2,9,35,37,82,73,1012.1,1013.2,8,8,15.6,15.7,1,0
756,9,17.5,38.7,0,12,7.7,14,76,3,14,28,41,19,11,1009.9,1007.5,7,2,28.5,36.6,0,1
1359,6,6.5,14.9,6.4,2.4,3.8,12,52,12,8,31,19,72,64,1019.1,1016.7,7,7,10.4,13.5,1,1
3143,12,4.5,18.3,0,3,4,13,31,5,13,11,15,67,62,1021.1,1018.7,5,8,14.4,17,0,1
1942,20,8.7,11.9,8.4,1,0,12,37,8,11,13,15,100,100,1008.9,1008.8,8,8,11.5,11.8,1,1
956,4,8.4,18.8,0,3.2,9.2,15,41,12,11,24,26,53,51,1027.3,1025,1,5,14.7,18,0,0
744,5,12.1,22.4,0,8.4,10.7,8,33,15,2,13,17,52,32,1020.4,1018.3,5,6,15.4,19,0,0
471,4,13.8,26,0,4.6,10.2,1,35,11,4,6,26,68,58,1012.7,1010.4,0,1,20.2,25.6,0,0
2585,8,19.2,34.8,11.6,11.4,8.6,5,52,5,3,30,26,75,35,1011.2,1007.3,6,1,22,32.9,1,0
2052,9,7.1,13.5,9.6,1.8,8.1,13,74,15,13,35,30,77,74,1006.2,1009.5,6,7,9.6,11,1,1
1886,20,6.5,16.7,0.2,2.8,1.4,11,56,4,12,6,28,100,67,1019.5,1020.1,8,7,9.2,14.3,0,1
1708,1,20.9,29.9,0.2,5.8,8.5,9,33,10,0,11,24,75,60,1017.8,1015.6,7,1,24.4,28,0,0
852,17,20.8,24.8,0,8.4,6.3,10,48,9,9,17,24,63,58,1020.5,1018.9,7,4,22.1,23.8,0,0
3007,0,12,27,0,7.4,10,11,17,12,1,6,9,48,45,1022.8,1020.3,1,1,20.3,25.4,0,0
554,22,8.4,17.2,0,3.4,6.4,2,24,2,2,13,13,82,45,1026.4,1024.7,1,5,11.5,15.9,0,0
2908,18,27.9,33.2,0,3.8,2.7,6,37,8,3,6,15,81,66,1005.4,1002.4,8,7,29.5,32.3,0,1
1324,19,9.9,14,11.4,6,0.6,3,31,0,3,17,15,91,76,1019.6,1015.9,8,7,10.9,13.5,1,1
1853,16,20.1,28.7,0.2,4.2,10.7,0,31,3,0,11,20,70,65,1013.6,1008.9,1,3,23.3,25.8,0,0
2488,20,14.5,22.5,0.4,2.8,5.8,11,48,11,12,20,26,84,66,1014.8,1016.8,7,6,17.8,20.6,0,0
2284,9,6.1,20.7,0.4,2,8.2,3,30,3,3,9,13,96,72,1022,1018.4,1,6,10,20.1,0,0
2591,16,20.6,27.6,0.2,6.8,2.2,12,31,12,9,2,9,86,93,1012.1,1010.4,7,8,22.2,22.5,0,1
3140,12,10.2,15.6,10.2,1.4,7.8,15,48,12,11,15,20,61,55,1015.5,1015.5,7,6,13.6,13.1,1,1
364,0,18.2,28.7,77.2,2.8,8.1,4,28,12,1,6,17,84,70,1013,1008.5,8,7,22,26.8,1,1
2029,20,6.1,18.3,0,1.8,8.3,13,24,1,13,4,11,100,52,1027.9,1024.4,6,3,9,16.4,0,0
2906,19,13.1,29.2,0,4.2,11.9,5,26,1,5,9,11,72,34,1006.1,1003.2,2,2,18.8,27.1,0,0
1688,10,13.1,18.2,0,2.8,8.9,15,44,12,15,15,26,79,59,1013.7,1011.5,2,5,15.3,17.5,0,0
1766,10,14.4,21.3,0,4.2,12.1,7,37,3,6,17,17,73,70,1019.3,1017.3,1,1,18.8,20.6,0,0
566,14,5.9,11.7,25.2,0.6,5.4,12,61,12,12,31,37,67,79,1007.4,1010.4,7,6,9.3,7.6,1,1
671,17,16.7,32,0,3.4,8.2,13,76,6,6,31,35,38,27,1002.4,997.8,0,1,26.6,31.4,0,1
1078,10,17.3,22.2,0,8,5.3,4,52,4,4,35,24,70,81,1018.8,1016.2,7,7,19.3,20.5,0,1
2668,21,5.5,23,0,2.6,7.8,14,63,7,14,24,35,72,33,1021.9,1020,6,2,14.1,22.4,0,1
923,12,7.6,18.7,0,1.2,9.2,9,22,0,10,6,9,87,47,1022,1019.9,1,1,13.3,18.4,0,0
2517,11,16.6,21.1,4.4,1.9,1,10,46,2,9,15,20,94,84,1008.4,1007.1,6,8,17,18.2,1,1
1389,12,13.4,26.6,0,7.2,8.8,9,39,0,10,15,19,56,36,1015.2,1011,5,6,18,25.6,0,0
731,15,15.9,20.6,0.4,5.8,0.9,11,28,9,0,15,20,80,84,1008.8,1008,8,8,18.8,19.1,0,1
738,4,19.2,29.8,0,5.2,9.9,3,52,2,4,9,24,61,57,1008,1004.9,1,1,27.7,28.4,0,1
177,2,-0.9,16.7,0,2.4,9.3,6,30,12,6,2,15,76,42,1022.7,1018.5,5,2,6.2,15.4,0,0
2822,7,17.5,33.7,0,10.2,10.4,9,54,10,8,19,30,34,24,1014.5,1013.4,6,7,24.7,30.4,0,0
2961,18,23.2,30.5,0,8.6,11.4,1,30,2,1,9,24,64,61,1015.7,1013.2,1,1,28.2,29.8,0,0
